0.002001 -0.550000 3.342913 -0.275000 0 0.000000
0.004002 -0.300000 3.342387 -0.150000 0 0.000000
0.006003 -0.249999 3.341977 -0.125000 0 0.000000
0.008004 -0.249930 3.349546 -0.124965 0 0.000000
0.010005 -0.499847 3.356009 -0.249924 0 0.000000
0.012006 -0.699654 3.368907 -0.349827 0 0.000000
0.014007 -0.699554 3.373716 -0.349777 0 0.000000
0.016008 -0.899573 3.370917 -0.449787 0 0.000000
0.018009 -0.749735 3.361946 -0.374867 0 0.000000
0.020010 -0.449749 3.360476 -0.224874 0 0.000000
0.022011 -0.049763 3.359847 -0.024882 0 0.000000
0.024011 -0.049595 3.365231 -0.024798 0 0.000000
0.026012 -0.249421 3.369899 -0.124710 0 0.000000
0.028013 -0.599448 3.367971 -0.299724 0 0.000000
0.030013 -1.049694 3.359779 -0.524847 0 0.000000
0.032014 -1.599943 3.350912 -0.799972 0 0.000000
0.034014 -1.549948 3.347708 -0.774974 0 0.000000
0.036015 -1.449433 3.354862 -0.724717 0 0.000000
0.038015 -1.348364 3.371600 -0.674182 0 0.000000
0.040015 -1.547553 3.382257 -0.773777 0 0.000000
0.042016 -1.897900 3.372945 -0.948950 0 0.000000
0.044016 -1.848246 3.364084 -0.924123 0 0.000000
0.046016 -1.848273 3.360004 -0.924137 0 0.000000
0.048016 -1.447310 3.369882 -0.723655 0 0.000000
0.050017 -1.195992 3.384014 -0.597996 0 0.000000
0.052017 -1.195358 3.389142 -0.597679 0 0.000000
0.054017 -1.195440 3.385837 -0.597720 0 0.000000
0.056018 -1.396263 3.374231 -0.698131 0 0.000000
0.058018 -1.397087 3.363041 -0.698544 0 0.000000
0.060018 -1.297913 3.352434 -0.648956 0 0.000000
0.062019 -1.198739 3.342385 -0.599369 0 0.000000
0.064019 -1.099983 3.329175 -0.549991 0 0.000000
0.066020 -1.201229 3.316220 -0.600614 0 0.000000
0.068020 -1.302037 3.307060 -0.651019 0 0.000000
0.070020 -1.202844 3.298380 -0.601422 0 0.000000
0.072020 -1.103650 3.290160 -0.551825 0 0.000000
0.074020 -1.103983 3.285564 -0.551992 0 0.000000
0.076020 -1.254311 3.280793 -0.627156 0 0.000000
0.078020 -1.454141 3.279014 -0.727071 0 0.000000
0.080021 -1.554968 3.270620 -0.777484 0 0.000000
0.082021 -1.206304 3.259976 -0.603152 0 0.000000
0.084021 -1.157638 3.249729 -0.578819 0 0.000000
0.086021 -1.057903 3.246094 -0.528952 0 0.000000
0.088021 -0.957074 3.248775 -0.478537 0 0.000000
0.090021 -0.755128 3.257697 -0.377564 0 0.000000
0.092021 -0.403740 3.264089 -0.201870 0 0.000000
0.094022 -0.003500 3.265290 -0.001750 1 0.000000
0.096022 -0.054429 3.260659 -0.027215 1 0.000000
0.098022 -0.555358 3.255171 -0.277679 0 0.000000
0.100022 -0.856889 3.246459 -0.428444 0 0.000000
0.102022 -1.109031 3.234735 -0.554516 0 0.000000
0.104022 -1.061171 3.223397 -0.530585 0 0.000000
0.106022 -1.012035 3.217757 -0.506018 0 0.000000
0.108022 -0.710310 3.223350 -0.355155 0 0.000000
0.110023 -0.357923 3.232072 -0.178962 1 0.000000
0.112023 -0.355530 3.240565 -0.177765 1 0.000000
0.114023 -0.253809 3.246500 -0.126904 1 0.000000
0.116023 -0.404142 3.244477 -0.202071 1 0.000000
0.118023 -0.455865 3.237448 -0.227933 1 0.000000
0.120023 -0.807584 3.229885 -0.403792 0 0.000000
0.122023 -0.957866 3.227020 -0.478933 0 0.000000
0.124024 -0.957414 3.226590 -0.478707 0 0.000000
0.126024 -0.306224 3.229798 -0.153112 1 0.000000
0.128024 0.044967 3.233619 0.022484 1 0.000000
0.130024 0.096158 3.237455 0.048079 1 0.000000
0.132024 -0.303413 3.238130 -0.151706 1 0.000000
0.134024 -0.403755 3.236322 -0.201878 1 0.000000
0.136024 -0.204881 3.232700 -0.102440 1 0.000000
0.138024 -0.305210 3.231171 -0.152605 1 0.000000
0.140024 -0.354733 3.231765 -0.177366 1 0.000000
0.142024 -0.153440 3.234910 -0.076720 1 0.000000
0.144024 0.048677 3.240538 0.024338 1 0.000000
0.146025 0.150792 3.246253 0.075396 1 0.000000
0.148025 -0.296246 3.253082 -0.148123 1 0.000000
0.150025 -0.594983 3.254991 -0.297491 1 0.000000
0.152025 -0.794575 3.254384 -0.397287 1 0.000000
0.154025 -0.695031 3.251917 -0.347516 1 0.000000
0.156025 -0.444603 3.252018 -0.222301 1 0.000000
0.158025 0.206714 3.255415 0.103357 1 0.000000
0.160025 0.358026 3.259050 0.179013 1 0.000000
0.162025 0.409335 3.262724 0.204668 1 0.000000
0.164025 0.110643 3.265745 0.055322 1 0.000000
0.166025 -0.088049 3.268319 -0.044024 1 0.000000
0.168025 0.213257 3.271441 0.106629 1 0.000000
0.170025 0.514557 3.275106 0.257279 2 0.000000
0.172025 0.464897 3.276713 0.232449 2 0.000000
0.174025 0.015236 3.277407 0.007618 1 0.000000
0.176026 -0.133449 3.279669 -0.066724 1 0.000000
0.178026 0.117864 3.282388 0.058932 1 0.000000
0.180026 0.418179 3.283811 0.209090 2 0.000000
0.182026 0.568489 3.285513 0.284244 2 0.000000
0.184026 0.568792 3.287196 0.284396 2 0.000000
0.186026 0.220112 3.289974 0.110056 2 0.000000
0.188026 0.219372 3.289123 0.109686 2 0.000000
0.190026 0.468627 3.288782 0.234313 2 0.000000
0.192026 0.418924 3.290123 0.209462 2 0.000000
0.194026 0.120277 3.292612 0.060138 2 0.000000
0.196026 -0.428368 3.293976 -0.214184 1 0.000000
0.198026 -0.675931 3.296556 -0.337965 1 0.000000
0.200026 -0.822404 3.300520 -0.411202 1 0.000000
0.202026 -0.018879 3.306006 -0.009440 2 0.000000
0.204026 0.434637 3.312307 0.217319 2 0.000000
0.206027 0.437035 3.316833 0.218517 2 0.000000
0.208027 -0.110568 3.320211 -0.055284 2 0.000000
0.210027 -0.209299 3.321673 -0.104649 2 0.000000
