3.001159 -0.481175 -0.263519 -6.575804 -2 -9.478940
3.003322 -0.930455 -0.264389 -6.809241 -9 -16.288182
3.005343 -1.429731 -0.266131 -7.076461 -16 -23.364643
3.007343 -1.479759 -0.269134 -7.131741 -23 -30.496384
3.009344 -0.979782 -0.271132 -6.902038 -30 -37.398422
3.011345 -0.179805 -0.271528 -6.506383 -37 -43.904806
3.013345 -0.029451 -0.271025 -6.426615 -43 -50.331421
3.015346 0.121277 -0.269626 -6.337759 -50 -56.669180
3.017347 0.472378 -0.266933 -6.135850 -56 -62.805031
3.019348 0.774223 -0.262453 -5.940754 -62 -68.745784
3.021348 1.576431 -0.255792 -5.473727 -68 -74.219512
3.023349 1.878625 -0.248548 -5.250938 -74 -79.470450
3.025350 1.980426 -0.241722 -5.132571 -79 -84.603021
3.027350 2.432588 -0.233422 -4.824338 -84 -89.427359
3.029351 2.835480 -0.223151 -4.521066 -89 -93.948425
3.031352 3.587974 -0.212007 -4.034327 -93 -97.982753
3.033353 3.890443 -0.200297 -3.766968 -97 -101.749720
3.035353 4.142512 -0.188721 -3.526195 -101 -105.275915
3.037354 4.844929 -0.175182 -3.040644 -105 -108.316559
3.039355 5.699562 -0.156407 -2.426662 -108 -110.743222
3.041369 6.305277 -0.134615 -1.906997 -110 -112.650218
3.043369 7.561691 -0.109286 -1.026619 -112 -113.676838
3.045370 8.068050 -0.083020 -0.511924 -113 -114.188761
3.047371 8.873978 -0.055828 0.161823 -114 -114.026938
3.049372 9.628726 -0.029003 0.806305 -114 -113.220634
3.051372 9.931176 -0.005239 1.194042 -113 -112.026592
3.053373 10.732083 0.017681 1.822572 -112 -110.204021
3.055374 11.381824 0.040043 2.369959 -110 -107.834062
3.057375 11.530775 0.061445 2.657374 -107 -105.176688
3.059375 11.429312 0.081973 2.810873 -105 -102.365815
3.061376 10.828557 0.102438 2.714123 -102 -99.651693
3.063377 10.528136 0.122834 2.766875 -99 -96.884818
3.065378 10.077677 0.142268 2.735017 -96 -94.149801
3.067378 9.926438 0.160144 2.837219 -94 -91.312582
3.069379 9.524421 0.175988 2.793735 -91 -88.518847
3.071380 8.822378 0.190383 2.585777 -88 -85.933070
3.073380 8.371052 0.205010 2.505531 -85 -83.427539
3.075381 7.670072 0.218795 2.292057 -83 -81.135482
3.077382 7.318696 0.231245 2.240055 -81 -78.895427
3.079383 7.116927 0.242662 2.252554 -78 -76.642872
3.081383 6.714766 0.252644 2.150527 -76 -74.492346
3.083384 6.412218 0.261408 2.086142 -74 -72.406204
3.085385 6.260395 0.271025 2.105682 -72 -70.300522
3.087386 5.759297 0.280797 1.952146 -70 -68.348376
3.089386 5.309293 0.291409 1.832582 -68 -66.515794
3.091387 4.409642 0.300790 1.475901 -66 -65.039893
3.093388 4.509972 0.310342 1.620934 -65 -63.418959
